,Date,Company,Title,Location,Description,Level,Link
65,3 weeks ago ,Wiz ,DevOps Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel","Come join the company that is reinventing cloud security and empowering businesses to thrive in the cloud. As the fastest-growing startup ever, Wiz is on a mission to help organizations secure cloud environments that will accelerate their businesses. Trusted by security teams all over the world, we have a proven track record of success and a culture that values world-class talent.Our Wizards from over 13 countries work together to protect the infrastructure of our hundreds of customers, including over 35% of the Fortune 100, who trust us to scan and secure over 230 billion files daily. We’re the leading player in a massive and growing market, but it’s still early enough for you to make a significant impact. At Wiz, you’ll have the freedom to think creatively, dream big, and use your full range of skills to contribute to our record growth. Come join our team and help us create secure cloud environments that allow the best companies to move faster.SummaryAbout the DevOps Team: Wiz R&D group is a skilled team of developers with a unique DNA of creativity, flexibility, and an open mindset. We are looking for a passionate DevOps Engineer to join us as a core member of our growing DevOps team.In this position, you will design and implement scalable systems that will keep Wiz running smoothly and support our significant business growth. You will join an innovative, high-performance team and work with cutting-edge technologies in a dynamic and agile environment.What You’ll DoTake an active part of all DevOps areas: Wiz’s infrastructure and cloud environment, tools, services and up-time. Be part of our product’s architectural and infrastructure design, examine and implement new cloud technologies, and open-source tools to improve the delivery and availability of the product. Plan and push forward the growth and scale of data capacity for various products. Be responsible for the smooth production-grade execution of provided solutions. What You’ll Bring4 years of experience as a DevOps engineer on a high-scale distributed system, working in a Linux environment. Proven hands-on experience with containerized environments and microservices; Docker and Kubernetes - a must Extensive experience with working in a multi-cloud environment The mindset and approach for automating away from manual efforts In-depth knowledge of build/release systems, CI/CD pipelines. Scripting/programming skills with Python/Bash/Go. An innovative approach, with the ability to quickly learn technologies A strong sense of ownership and accountability If your experience is close but doesn’t fulfill all requirements, please apply. Wiz is on a mission to build a special company. To achieve our goal, we are focused on hiring Wizards with different backgrounds, perspectives, and experiences.Wiz is an equal opportunity employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, reproductive health decisions, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, genetic information, political views or activity, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.By submitting your application, you acknowledge that Wiz will process your personal data in accordance with Wiz's Privacy Policy.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2o3wl4m8"", ""https://tinyurl.com/2o3wl4m8"")"
66,1 month ago ,Unit ,Fullstack Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel","About UnitUnit is building the platform to power the next generation of financial services. Our mission is to help companies expand financial access for all. Our simple and powerful banking-as-a-service API helps companies launch bank accounts, cards, payments, and lending in weeks - not years.Unit was founded by a team with deep fintech and financial services experience and the first banking-as-a-service platform to reach unicorn status. We have raised over $169 million to date from top investors including Insight Partners, Accel, Better Tomorrow Ventures, Aleph, and Flourish and serve 140+ customers including AngelList, Honeybook, Roofstock, and many more.Key ResponsibilitiesDevelop front-end architecture & interactive user interfacesWrite reusable code, components and libraries for future useWork closely with UI/UX designers to deliver high-quality responsive web applicationsCode the next generation of Unit’s dashboard and white-labeled solutionsBring new ideas, technologies and workflows for the team’s needsWHAT WE'RE LOOKING FOR?5+ years of experience as a Fullstack Engineer Frontend and backend development in all aspects of web applications architecture, design, and implementation. Strong knowledge of CSS, JavaScript (ES6+), HTML, ReactJS, and modern web standards. Experience with Node.JSExperience with large-scale DBS (NoSQL or RDBMS)Advantage: Experience with TypescriptAdvantage: Experience with Java/ScalaAdvantage: Experience working on large-scale web applications systems. Proactive, good interpersonal and problem-solving skills, and passion for learning new thingsTeam player and able to work independentlyLIFE AT UNITWorking at Unit means joining a global team on a mission to create a more equitable financial ecosystem.We’re a fast-growing team of individuals who are passionate about their work, see the big picture and always seek to empower our clients and their end-customers.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2mk8jevx"", ""https://tinyurl.com/2mk8jevx"")"
67,1 week ago ,Stratasys ,Research Engineer," Rehovot, Center District, Israel","Stratasys is a world leader in 3D printing!Stratasys is leading the global shift to additive manufacturing with innovative 3D printing solutions for industries such as aerospace, automotive, consumer products and healthcare. Through smart and connected 3D printers, polymer materials, a software ecosystem, and parts on demand, Stratasys solutions deliver competitive advantages at every stage in the product value chain. The world’s leading organizations turn to Stratasys to transform product design, bring agility to manufacturing and supply chains, and improve patient care.We are looking for a Research Engineer responsible for the design and execution of experiments with the goal of furthering the core technology of the Origin P3 platform. This role will tackle advanced technical projects alongside a team of research personnel with complex interdependencies across several disciplines to advance Origin’s best in class material processing and production capabilitiesWhat You Will Be DoingAssemble, maintain, and help evaluate prototype subsystems, hardware components, and test equipmentRegularly operate advanced additive manufacturing and metrology equipmentDesign and execute experiments to characterize and optimize system performanceDerive, document, and present specifications to cross-functional teams based on quantitative experimental resultsContribute to complex and fast paced troubleshooting / root cause analysis exercisesDocument and maintain test results and process understanding of the P3 technology in a concise and accessible mannerFollow all company safety policies and procedures Attend all required company trainingDemonstrate commitments to Stratasys Behaviors by leading, acting, and modeling these values.Other Responsibilities as assigned by the department or managerMust Have For This RoleBachelor's degree in Physics ,Mechanical Engineering, Materials Science, Materials Engineering or Chemical Engineering At least 3 years of industry experienceUnderstanding of physical responses of mechanical assemblies under basic load conditionsWorking knowledge of fluid mechanicsWorking knowledge of polymer chemistry Nice To Have For This Role1+ years of experience in R&D of manufacturing systems1+ years of experience in testing and evaluation of mechanical assemblies1+ years of experience in operation of metrology equipment and analysis of results1+ years of experience designing, building, and maintaining electromechanical systemsFamiliarity with polymer materials science, especially photopolymersEquivalent academic experience, extracurriculars, or excellence to any of the above itemsTravel required: <10% of timeWhat You Will Be Part OfCompany Overview - https://www.stratasys.com/en/about-us/history/Our Culture and Values - https://www.stratasys.com/en/about-us/culture/Our Sustainability “3D Printing a Better Tomorrow” - https://www.stratasys.com/en/about-us/sustainability/Our Locations - https://www.stratasys.com/en/contact-us/office-locations/Check out our Video - https://www.youtube.com/watch?v=6wmDfmt2bNI
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2zw7e7s8"", ""https://tinyurl.com/2zw7e7s8"")"
68,9 hours ago ,Chevron ,IT Eng. - App. Eng.- Corp Func. - EMED," Herzliya, Tel Aviv District, Israel","3+ years of experience in leadership of IT organizational changesStrong understanding of IT systems and processesExperience in working at global companiesExperience with Agile methodologiesExcellent communication and interpersonal skills, with the ability to work effectively with technical teamsStrong problem-solving and analytical skillsAbility to work independently and manage multiple priorities in a fast-paced environmentFlexibility and willingness to adapt to changing priorities and requirementsEnglish at a high levelExperience with SAP Hana is a plusKnowledge of accounting principles and financial reporting is a plusBachelor's degree in Information Technology or a related field is a plusChevron participates in E-Verify in certain locations as required by law.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2ojdupcn"", ""https://tinyurl.com/2ojdupcn"")"
69,1 month ago ,Triple Whale 🐳 ,Applied AI Engineer, Israel,"What Do We Do?Triple Whale centralizes and simplifies all the metrics used by Shopify sellers, enabling them to save more time and make more money. We help e-commerce businesses accurately track and forecast all kinds of metrics, including changes in profits and operational metrics. Our goal is to infuse AI into e-commerce, empowering shops to have an accurate picture of their business and make optimal choices that boost their bottom line. Launched in mid-2021, Triple Whale already has over 6,000 clients, top-tier investors, and growing hubs in Columbus, Austin, North Carolina, and Israel (Jerusalem and Herzliya).About The RoleThe AI department is focused on bringing value to our customers through the development of algorithms and analytical solutions. As an applied AI Engineer in the department, you will be a valuable member of an innovative and technical data science team working on various problems. The department uses a wide variety of advanced techniques and algorithms to provide maximum value from data in all shapes and sizes (such as classification models, NLQ, anomaly detection, image generation, time series, and more).The team uses versatile methods and state of the art tools to deliver the most accurate insight and optimal decisions to our customers. We are responsible for the design, research, development, deployment and maintenance of these tools, hence part of our work includes writing and deploying production code.What You'll Be Doing Understand and explore the e-commerce domain, research, build and deliver sound insights, recommendation and automation solutions. Collaborate with fellow team members on exciting and challenging projects. Use state of the art tools to achieve high and robust performance. Research, develop and maintain our AI repositories with quality algorithms by writing maintainable, performant code. Deploy and maintain your researched ML Models at scale within our cloud environmentImplement the MLOps philosophy in everything you do. Collaborate with Product Managers, Dev and Data Engineers to provide great impact at scale while expediting model life-cycle. Constantly search for data driven value propositions for our clients. Constantly improve our model’s quality, and performance. Desire to continually keep up with advancements in data science practices.Qualifications 2+ years experience as a data scientist, applied researcher or similar in the industry M.Sc/Ph.D in exact sciences Engineering Background - either an Engineering degree or engineering experience. Experience in Machine Learning techniques, Time Series, NLP, Optimization, DNN, Recommendation Systems, Bayesian Optimization, and Data Science best practices. Deep theoretical knowledge in ML algorithms related to the relevant disciplines, Ability to write clean and concise code, ideally in Python, with the ability of writing production level code and the experience of deploying it. Excellent communication skills with the ability to clearly explain complex concepts to business stakeholders and the ability to work closely within a team. Creative thinker with a proven ability to innovate through data exploration and application of complex and multi-discipline solutions. Curiosity, high level of self learning capabilities. Experience using CI/CD tools - mandatory. Experience using Cloud (preferably GCP) and Distributed frameworks, e.g. Spark/Kubernetes - Advantage.Our ValuesWe Are Customer Obsessed:  From our mission to every detailed project, everything we do is designed to create a positive impact for our customers.We Move (Very!) Quickly:  The speed at which we work, iterate, and deliver value is our most competitive advantage.We Are Trustworthy:  Candor, directness, and honest communication helps us learn, grow and improve so we can win together.We Are Curious:  We extend beyond our comfort zone and ask questions that guide us towards new, creative, and bold paths.We Act Like A Mensch:  We act with honor, integrity and empathy, and have deep respect for our customers and each other. In the News Triple Whale raises $25M for its smart Shopify data platformColumbus e-commerce startup Triple Whale aims to triple in sizeBusinessinsider: BusShopify merchants have doubled ad spend on TikTok to reel in customers, as privacy changes make Facebook a ‘complete nightmare’ for customer acquisition.Triple Whale Raises $27.7M to Develop Default Ecommerce Operating System for Shopify Brand s
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2p2nh384"", ""https://tinyurl.com/2p2nh384"")"
70,1 month ago ,Sisense ,Software Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel","Sisense's mission is to infuse analytics everywhere. We bring ""power to the builders"" by enabling our customers to answer complex questions with data and drive the best business outcomes possible.WHY YOU SHOULD JOIN OUR TEAM:At Sisense's Engineering group, we have a development culture that is transparent, highly technical, and agile. We love innovation; we always seek to delight customers with better solutions. Turning complexity into simplicity is our goal.We are looking for a Software Engineer to join our awesome Engineering group. This role will work with new initiatives and exciting projects while collaborating with our amazing people.WHAT YOU'VE ACCOMPLISHED… SO FAR:Experience with a complex native cloud web application, using micro services architecture. You have experience with complex product development initiatives from concept to releaseYou have experience working as a Developer, and now you have deep knowledge of Javascript or TypescriptYou have built full-stack systems using NodeJS and frontend. You have experience with databases, especially NoSQL, such as MongoDB or similarYou have experience with products like AWS(SDK)/ K8S /Docker/ RabbitMQYou have B.Sc in Computer Science or equivalent scientific degreeYou are proficient in English, verbal and writtenYou are a great team playerHOW YOU'LL RAMP:By Day 30...You'll partner with your team leader, and many other people who will help onboard you with our product, technical processes, and build/deploy processes. You'll be able to ship your first lines of code to the product. You will learn about the Sisense product. By Day 60...You will be working with product stabilization and making substantial improvements to existing features, platform services, internal tools, or build processes. You will collaborate with Product Management to implement their requirements within our software. You'll be able to map the major components of Sisense Architecture and understand which components take part in basic user flows. By Day 90...You will have a better understanding of Sisense's technical aspects and be able to provide production levels deliverable. You will be able to lead features from the discovery process through high-level design definition to implementations and quality assurance. You will be able to contribute to the technical decisions regarding your team's functionality and improve the product architecture and performance. About UsWe are a radically innovative BI company focused on redefining every aspect of business analytics. We're an industry leader with more than 2,000 global customers, including Expedia, Flexport, Nasdaq, GE, Philips, & Tinder.We've been recognized as a leading visionary in Gartner's Magic Quadrant for Analytics and Business Intelligence. We're on-boarding rapidly! We have over 750 employees with offices in Kyiv, San Francisco, New York, Tel Aviv, Scottsdale, Melbourne, Tokyo, and London.We believe strongly in a data-driven approach to all that we do. We're constantly measuring and optimizing everything about the business. We've been recognized by Comparably, Glassdoor, and Best Places to Work for our amazing company culture.
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2ow9b9l8"", ""https://tinyurl.com/2ow9b9l8"")"
71,1 month ago ,Regatta ,Driver Development Engineer and Architect," Binyamina, Haifa District, Israel","The ideal candidate profile: BSc in Computer Science Experience with JDBC/ODBC/Kafka and other database connectors Experience working with various database and application environments Is both analytical and an executor, works in a systematic and orderly manner Fluent in English High level of personal drive and ambition
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2p4e3gz2"", ""https://tinyurl.com/2p4e3gz2"")"
72,1 week ago ,Luna Solutions ,Support / Solutions Engineer," Tel Aviv-Yafo, Tel Aviv District, Israel","Who We AreLuna's mission is quality, affordable, accessible vision for all. We believe that everyone - and we mean everyone - should have access to quality vision care when and where they need it. This includes the 2.5B people globally who need glasses and don't have access to them.We make this a reality by partnering with leading eyewear retailers, eyewear brands and doctors all over the world and offering them our unique, integrated suite of tech and services. Our goal is to assist their digital transformation to make the process of buying glasses and contacts simple and exceptional online and in stores. We also partner with some amazing social enterprises and use our technology, talents, time and resources to help them leverage our technology and services free of charge.Our solutions are on the front-lines of innovation. Our revolutionary online subjective refraction exam enables customers to get a new doctor-signed prescription using only their smartphone. It's truly the first-of-its kind and poised to change vision as we know it. Computer vision and machine learning power our industry-leading augmented reality virtual try-on and frame recommendation engine. Our technology is used by over 75M users per year in 65 different countries globally.Luna is private-equity backed and is a sister company to 1-800-Contacts. This gives us access to the leading N. American infrastructure for contact lenses warehousing and fulfillment, too, which we offer to partners. When you put it all together, we have an unmatched turnkey suite of tech and services.As a Support Engineer at Luna, you'll be a part of the Client Success org, working primarily on the integration of Luna's technology into client platforms. You will work with clients, providing technical training to implementation teams, troubleshooting issues and discussing the benefits of the Luna technology. This position will work closely with Client Success, Sales, Engineering & Product and is ultimately the main person responsible for technical conversations with customers.This role can be 100% remote.What you'll do:As a subject matter expert on Luna's products, lead technical conversations with clients about the implementation of APIs and SDKs in the post-sales cycle Become a product expert, advising clients in product best practices and create strategies for optimal technical solutions, tailoring our product suite to each use case Communicate Luna's infrastructure and technology to customers Perform data driven front-line support and triage complex technical issues, open and manage detailed tickets to our engineers when necessary Update and create client-facing documentation to help clients implementation Identify and understand implementation and configuration risks and issues, and coordinate with internal stakeholders (Engineering, Sales, Product) to mitigate and resolve them Partner with Client Success Managers to ensure successful implementation for eCommerce clients and be the internal technical resource for the team Understand our clients' business goals as they relate to our implementation Executes work defined within the SE roles and responsibilities with some oversight About you:2+ years of experience in a customer-facing technical role working with international clients, SaaS and/or a B2B business preferred 1+ years of experience with the following methodologies & programming languages: Basic client-server side technologies involved in an SDK/API business model Development/support engineering/integration engineering, SaaS/cloud-hosted solutions supporting products that rely on APIs and Web Services and RESTful APIs Experience working with JavaScript, HTML & CSS Team player with good interpersonal & client service skills, a positive attitude and lots of patience Excellent troubleshooting skills and experience with technical projects Familiarity with UI/UX and/or working with design teams Highly motivated self-starter who owns their day-to-day operations with some oversight Near native / fluent English speaker Bachelor's or higher degree, or the equivalent, in Business or Engineering or related. (Luna recognizes that knowledge and skills equivalent to those earned in a degree program can also be achieved via nontraditional paths, and welcomes applicants with nontraditional training.) Nice to havesExperience working with large enterprise international clients Experience working with ecommerce platforms Experience working with web development frameworks Experience with Java or Kotlin for Android Native Applications Experience with Swift or Objective-C for iOS Native Applications Proficiency in other languages We believe in our people. If you feel you are the right person for the position, we want you to apply, even if you do not meet all of the requirements listed above. If you are not sure, don't hesitate to send us your information, we would love to hear from you!
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2houk8pm"", ""https://tinyurl.com/2houk8pm"")"
73,1 week ago ,Gilat Satellite Networks ,Sales Engineer - Defense Solutions," Petah Tikva, Center District, Israel","At least 5 years of professional experience in an engineering roleAt least 2 years of engineering experience in RFBachelor's degree in Electrical Engineering Master’s degree in Engineering – an advantageExperience in the satellite communications field – a considerable advantage Excellent verbal and written communication and presentation skills in both Hebrew and English Ability to work efficiently in a fast paced, deadline driven environment Strong interpersonal, customer service and sales skillsExcellent technical and problem-solving skills
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2kf367eh"", ""https://tinyurl.com/2kf367eh"")"
74,1 day ago ,Siemens Digital Industries Software ,Field Applications Engineer (Pre-Sales)," Tel Aviv-Yafo, Tel Aviv District, Israel","At least Bachelor’s degree in mechanical engineering or computer sciences.Track record of embedded software development (e.g. PLC programming, firmware, drivers)Professional fluency in English.Readiness for international travel on short notice at least once every 3 months.We Find This As An AdvantageCustomer-facing experienceExcellent presentation skills, both visual and oralKnowledge of German or Mandarin ChineseExperience with SINUMERIK and/or Fanuc CNCsTechnical writing skillsPractical Experience In Metal Cutting Applications As EitherCNC machine operator.CNC programmer with hands-on experience operating CNC machines.Do you want to work for a company with innovative technologies? Can you see yourself learning, growing, and succeeding in this exciting position?If so, we'd like to meet you!Why us?Working at Siemens Software means flexibility - Choosing between working at home and the office at other times is the norm here.Hybrid way of working (home/ office), The position is in Airport city.We offer great benefits and rewards, as you'd expect from a world leader in industrial software.We are an equal opportunities employer and do not discriminate unlawfully on the grounds of age, disability, gender assignment, marriage and civil partnership, pregnancy and maternity, race, religion or belief, sex, sexual orientation or trade union membership.#DISW
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2l3afb5h"", ""https://tinyurl.com/2l3afb5h"")"
75,1 month ago ,ONE Digital ,Technical Presales Engineer," Netanya, Center District, Israel","One Digital hiring a Technical Presales Engineer- maybe it will be you?We are a software development company that Manages the hottest products today, such as navigation applications, Cyber Event Management systems, and IoT solutions for medical devices.If you like creating great products from scratch, enjoying challenges, and appreciate a work environment where new ideas come up daily, then One Digital is the ideal workplace for you.With us, You will ...As member of an international R&D team of business analysts and engineers you will becontributing to the continuous improvement of our Trade Finance software and system solutions.You mission will be twofold:You will be collaborating with sales and account managers as well as members of the R&Ddivision to support the expansion of our customer base across the globe. To that end you willbe contributing to the technical sections in RFIs, RFPs and other relevant requests frompotential customers related to our system and software solutions. In this role your essentialduties and responsibilities will be toprovide technical responses to client requests related to our systems and software. maintain our answer library by continually improving and augmenting our responses. attend meetings with potential clients for requirements elicitation and solution proposal. generationdesign and deliver technical presentations and demonstrations internally and externallyrefine insights from customer requests as input for continuous improvement of oursolutionsmaintenance of corporate policies and procedures in collaboration with the relevantteamsYou will be taking over engineering tasks in our R& D division that will include but not belimited to recovery of technical knowledge of our systems (e.g. through reverse engineering) along with corresponding maintenance and evolution of our technical documentationanalysis of our system architecture to identify areas for improvement and implementationof corresponding solutions Your profileYou have a strong systems or software engineering background and you enjoy technicalpresales activities as well as technical sessions with customers.We expect following qualifications:Significant engineering and architecting experiences in complex web and cloud-basedsystemsSignificant programming experiences with Java and/or C++Experiences as a technical writer or similar role in the field of software and systemsExperiences with modeling languages and diagramming notations for systems and softwareAbility to recover technical knowledge from existing systemsAbility to deliver and lead technical discussions, presentations and demonstrationsDegree in Computer Science, Information Systems or similar qualificationExcellent command of both spoken and written EnglishExcellent writing, interviewing and verbal communication skillsExperience with RFx, Bd response and TACT teams, an advantageKnowledge of Trade Finance an advantageThe ideal candidate would be highly organized, fast learner, attentive to details, a self-motivated, highly dedicated and collaborative team player
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2kqxuubt"", ""https://tinyurl.com/2kqxuubt"")"
76,1 month ago ,Codefresh ,Software Engineer - EMEA," Tel Aviv-Yafo, Tel Aviv District, Israel",":First and foremost – Team player with strong self-learning abilities and high communication skills. 2+ years of architecting complex SAAS web platform backend services: infrastructure, API, server-side business logic, continuous deployment2+ years of proven experience with node.js. 1+ years of experience with container solutions (Docker, Kubernetes)Experience in DevOps technologies and CI/CD ecosystemExperience working with cloud services in a microservices environmentKnowledge and experience with Go-Big AdvantageBSc in computer science or equivalent
Show more
Show less",Entry level,"=HYPERLINK(""https://tinyurl.com/2gc8vlpy"", ""https://tinyurl.com/2gc8vlpy"")"
